homeownership,loan_purpose,annual_income,debt_to_income,loan_amount,balance,term,interest_rate
RENT,debt_consolidation,100000.0,16.94,24000,21115.47,36,10.91
RENT,debt_consolidation,18000.0,31.33,9000,7903.83,36,9.93
MORTGAGE,credit_card,60000.0,38.46,20000,19172.64,60,19.03
MORTGAGE,credit_card,69900.0,36.1,6000,5590.48,36,14.07
MORTGAGE,home_improvement,117000.0,0.42,40000,35095.78,36,9.44
MORTGAGE,debt_consolidation,44184.0,38.21,30000,29213.76,60,24.84
RENT,debt_consolidation,48000.0,21.85,30000,28837.41,60,21.45
RENT,house,30000.0,29.16,7200,6395.12,36,16.02
MORTGAGE,debt_consolidation,93500.0,28.98,18000,17564.06,60,12.61
RENT,debt_consolidation,90000.0,15.27,36000,33268.25,36,6.71
RENT,debt_consolidation,30000.0,26.21,6600,6320.62,36,18.45
RENT,moving,52000.0,27.44,8000,7327.51,36,20.0
MORTGAGE,credit_card,69900.0,23.43,21000,19913.15,60,10.42
RENT,moving,27500.0,11.26,1450,1358.0,36,19.03
RENT,credit_card,78000.0,5.8,12500,11157.27,36,19.03
MORTGAGE,credit_card,86000.0,16.91,33500,29275.71,36,7.35
MORTGAGE,credit_card,47800.0,34.18,8000,7223.71,36,9.93
MORTGAGE,credit_card,54500.0,19.6,8500,7928.0,36,15.04
MORTGAGE,debt_consolidation,94000.0,28.85,8400,7799.65,36,10.9
RENT,debt_consolidation,182200.0,15.97,35000,0.0,60,18.06
MORTGAGE,debt_consolidation,45000.0,25.31,28000,26745.52,60,16.02
OWN,debt_consolidation,60000.0,23.38,18000,16465.41,36,19.03
OWN,home_improvement,124000.0,12.42,28000,26208.43,36,18.45
MORTGAGE,credit_card,300000.0,15.27,24000,22897.1,60,15.05
OWN,debt_consolidation,48000.0,22.05,12000,11175.27,36,13.58
RENT,other,195000.0,3.77,15000,13618.79,36,13.59
MORTGAGE,debt_consolidation,54000.0,17.27,9000,8303.5,36,5.32
RENT,debt_consolidation,60000.0,31.72,11000,9589.19,36,6.08
RENT,debt_consolidation,70000.0,15.65,28000,26158.47,60,9.93
RENT,major_purchase,70000.0,27.12,30000,28931.88,60,13.58
MORTGAGE,house,75000.0,20.16,15000,13871.88,36,7.34
RENT,credit_card,68250.0,8.63,13500,12895.16,60,16.02
MORTGAGE,home_improvement,35000.0,12.04,16825,15748.46,36,18.45
MORTGAGE,debt_consolidation,62000.0,17.79,18000,17312.89,60,10.9
OWN,debt_consolidation,38979.0,33.68,16000,15051.88,60,14.08
RENT,debt_consolidation,23666.0,35.9,8000,7245.8,36,11.99
RENT,moving,90000.0,3.1,2000,0.0,36,6.08
RENT,other,87000.0,18.41,13000,12593.51,60,18.45
MORTGAGE,credit_card,115000.0,8.72,15000,13544.48,36,9.93
MORTGAGE,debt_consolidation,34700.0,66.59,25000,23375.64,60,10.42
MORTGAGE,home_improvement,120000.0,16.53,35000,31449.39,36,6.72
RENT,credit_card,36000.0,12.35,5000,4598.08,36,9.92
RENT,debt_consolidation,38168.0,23.74,5900,5343.71,36,11.98
RENT,other,38000.0,11.5,2000,0.0,36,13.59
MORTGAGE,debt_consolidation,45000.0,25.07,15000,14125.77,60,17.09
MORTGAGE,credit_card,71000.0,16.7,18000,16138.66,36,5.32
RENT,credit_card,56500.0,15.34,11000,9893.71,36,7.35
RENT,credit_card,60000.0,22.57,8000,7025.61,36,9.93
MORTGAGE,credit_card,130000.0,24.3,40000,35192.46,36,10.91
OWN,credit_card,14000.0,14.67,5300,4785.68,36,9.93
RENT,debt_consolidation,45000.0,25.92,15000,14229.16,36,5.31
RENT,debt_consolidation,73000.0,30.94,12800,1444.43,60,26.77
MORTGAGE,debt_consolidation,65000.0,24.46,20000,19489.98,60,25.81
MORTGAGE,debt_consolidation,98000.0,18.63,29825,27859.17,60,9.93
RENT,debt_consolidation,60000.0,9.24,10000,9084.7,36,14.08
RENT,credit_card,40000.0,14.01,15000,14472.78,60,14.07
RENT,other,36500.0,30.55,12000,11594.16,60,26.3
MORTGAGE,home_improvement,49000.0,11.68,5000,4634.99,36,9.43
MORTGAGE,home_improvement,106883.0,16.44,40000,38575.85,60,13.58
RENT,car,35000.0,10.8,8000,7596.42,36,6.71
OWN,debt_consolidation,25000.0,8.31,10000,9109.69,36,16.02
RENT,credit_card,73000.0,10.83,8000,7123.34,36,6.07
RENT,major_purchase,175000.0,0.35,15000,13617.47,36,13.59
RENT,debt_consolidation,103000.0,14.52,15000,13092.56,36,6.72
OWN,debt_consolidation,77000.0,25.97,12500,11120.26,36,17.09
RENT,major_purchase,33000.0,7.89,2000,1797.1,36,6.72
MORTGAGE,medical,85000.0,34.41,4000,3701.79,36,7.96
RENT,debt_consolidation,100000.0,29.22,20000,18654.17,36,15.04
MORTGAGE,debt_consolidation,81526.0,9.23,22000,21196.59,60,12.61
OWN,credit_card,115000.0,16.86,3000,2732.87,36,16.02
RENT,debt_consolidation,10548.0,25.6,3000,2634.57,36,9.93
MORTGAGE,debt_consolidation,50000.0,31.08,25000,23976.58,60,19.42
MORTGAGE,debt_consolidation,100000.0,15.72,10000,9528.72,60,14.08
MORTGAGE,debt_consolidation,185000.0,15.47,23100,20756.61,36,6.72
OWN,medical,65000.0,30.71,8500,7716.55,36,13.59
MORTGAGE,credit_card,28000.0,36.76,10000,9234.27,36,6.07
MORTGAGE,debt_consolidation,65000.0,34.51,25000,22463.51,36,6.71
MORTGAGE,debt_consolidation,95000.0,15.82,30000,27840.7,36,10.41
RENT,debt_consolidation,17000.0,22.67,8000,7267.74,36,14.08
RENT,debt_consolidation,35000.0,26.89,9000,8102.57,36,7.97
MORTGAGE,debt_consolidation,60000.0,63.45,35000,33311.72,60,6.71
RENT,debt_consolidation,70000.0,11.64,14000,13071.26,36,16.01
RENT,debt_consolidation,27000.0,5.07,4000,3622.9,36,11.99
RENT,major_purchase,30000.0,1.0,4000,3556.59,36,10.9
OWN,credit_card,48000.0,19.4,14000,12826.68,36,6.07
MORTGAGE,debt_consolidation,55000.0,15.69,15000,13554.18,36,10.41
MORTGAGE,debt_consolidation,77500.0,25.05,35000,31883.47,36,16.01
OWN,debt_consolidation,30564.0,11.44,8000,7461.67,36,15.04
MORTGAGE,other,80000.0,13.83,4000,3509.58,36,9.44
RENT,debt_consolidation,64660.0,25.32,30000,28682.04,36,16.01
RENT,debt_consolidation,120000.0,9.41,16100,15164.37,36,24.84
MORTGAGE,home_improvement,69131.0,28.58,25000,24009.03,60,9.43
OWN,debt_consolidation,165000.0,31.09,14000,13453.47,60,9.92
RENT,credit_card,52000.0,17.96,15000,14499.3,60,16.02
RENT,debt_consolidation,50000.0,9.15,6500,5666.35,36,6.08
OWN,credit_card,55000.0,22.95,15000,14543.17,60,19.42
RENT,other,18000.0,7.13,10000,9811.79,60,21.85
MORTGAGE,debt_consolidation,55000.0,17.0,24000,23072.45,60,10.42
OWN,debt_consolidation,60000.0,19.28,20000,19586.28,60,18.45
RENT,other,29000.0,46.77,15600,13752.44,36,11.99
RENT,debt_consolidation,24000.0,25.1,5000,4539.23,36,13.59
RENT,debt_consolidation,150000.0,9.33,14000,12610.69,36,9.93
MORTGAGE,debt_consolidation,35000.0,23.01,2400,2221.07,36,7.96
RENT,debt_consolidation,60000.0,36.71,6000,5519.24,36,13.58
MORTGAGE,debt_consolidation,150000.0,17.96,40000,36229.06,36,11.99
MORTGAGE,debt_consolidation,100000.0,18.77,14000,12985.2,36,9.92
RENT,debt_consolidation,39000.0,27.42,3000,2712.85,36,10.91
RENT,moving,45000.0,33.14,11200,10914.38,60,25.81
RENT,debt_consolidation,67000.0,7.29,25000,21793.71,36,6.08
RENT,debt_consolidation,50000.0,12.62,9500,8811.37,36,9.92
RENT,credit_card,51000.0,17.25,12000,0.0,36,15.05
RENT,credit_card,62400.0,16.44,12000,10916.71,36,15.05
RENT,credit_card,77400.0,15.13,17500,16690.82,36,12.61
RENT,credit_card,48000.0,24.68,6000,5391.31,36,6.72
RENT,debt_consolidation,28000.0,16.89,2400,2256.35,36,22.9
MORTGAGE,credit_card,50000.0,13.73,10000,9586.3,60,19.03
MORTGAGE,credit_card,91100.0,10.7,20000,19005.39,60,11.99
MORTGAGE,home_improvement,64600.0,27.23,16800,15327.07,36,17.09
OWN,other,65000.0,4.8,7000,6646.86,36,6.71
MORTGAGE,debt_consolidation,147000.0,5.16,30000,29336.68,60,16.01
MORTGAGE,credit_card,100000.0,20.96,40000,37764.89,60,7.35
MORTGAGE,home_improvement,150000.0,22.38,20000,17456.72,36,6.72
MORTGAGE,home_improvement,299520.0,17.98,15000,13881.81,36,7.96
MORTGAGE,debt_consolidation,110000.0,23.49,20000,19224.93,60,21.45
MORTGAGE,debt_consolidation,105000.0,18.0,21000,19688.02,60,11.99
MORTGAGE,home_improvement,50000.0,18.43,5000,4439.79,36,16.02
MORTGAGE,debt_consolidation,70000.0,4.01,6000,5425.71,36,10.91
MORTGAGE,home_improvement,59000.0,24.41,21675,20903.28,60,13.58
OWN,credit_card,89000.0,21.91,20000,17759.27,36,16.02
MORTGAGE,debt_consolidation,87276.0,16.33,16000,15192.84,36,6.71
RENT,other,100000.0,8.01,6000,5552.72,36,7.96
RENT,debt_consolidation,66300.0,29.02,16000,14121.33,36,12.62
OWN,other,65000.0,27.04,32000,30032.26,60,12.62
MORTGAGE,credit_card,110000.0,7.73,8650,7549.99,36,6.72
MORTGAGE,debt_consolidation,82000.0,9.39,1500,546.97,36,7.35
MORTGAGE,home_improvement,130000.0,14.76,30000,27810.09,36,9.43
RENT,credit_card,65000.0,12.98,5075,4417.49,36,5.32
RENT,credit_card,65000.0,14.22,13600,10607.5,36,6.07
RENT,debt_consolidation,70000.0,16.6,30000,28825.63,60,9.92
MORTGAGE,credit_card,120000.0,4.9,20000,17564.07,36,9.93
OWN,debt_consolidation,95000.0,15.98,40000,38114.92,60,14.08
RENT,debt_consolidation,21500.0,17.12,12000,11203.92,36,16.01
MORTGAGE,home_improvement,195000.0,10.29,25000,23065.06,36,5.31
RENT,debt_consolidation,65000.0,10.53,10000,9270.01,36,9.43
MORTGAGE,credit_card,69000.0,18.87,22000,20330.81,36,6.72
RENT,credit_card,70000.0,20.7,5500,4966.21,36,9.92
RENT,debt_consolidation,54000.0,5.41,10000,8825.79,36,12.62
MORTGAGE,credit_card,42000.0,22.07,10000,9241.17,36,6.71
MORTGAGE,small_business,90000.0,14.21,4200,3899.81,36,10.9
MORTGAGE,debt_consolidation,152000.0,11.39,30000,25608.74,60,11.98
MORTGAGE,other,68000.0,32.51,3000,2615.22,36,6.08
RENT,home_improvement,160000.0,9.95,10000,9302.76,36,12.61
MORTGAGE,credit_card,88000.0,3.67,17000,16326.13,60,9.43
RENT,debt_consolidation,77100.0,22.35,14000,13682.23,60,15.04
RENT,credit_card,54000.0,35.4,13000,12180.12,36,19.42
RENT,debt_consolidation,80000.0,9.81,10000,8568.16,60,24.85
MORTGAGE,other,125000.0,14.23,21000,20454.21,60,9.92
MORTGAGE,debt_consolidation,180000.0,7.81,32000,30529.48,60,15.05
MORTGAGE,house,95000.0,7.78,8000,7188.41,36,6.72
MORTGAGE,debt_consolidation,58000.0,13.66,10000,9342.3,60,9.93
MORTGAGE,debt_consolidation,47000.0,50.74,28975,25233.33,36,16.02
MORTGAGE,debt_consolidation,75000.0,30.69,28000,25545.08,36,17.09
MORTGAGE,debt_consolidation,42000.0,7.95,13600,13134.08,60,15.04
MORTGAGE,debt_consolidation,50000.0,36.89,3500,1720.52,36,16.02
RENT,major_purchase,35000.0,11.9,11000,5731.27,36,6.08
OWN,debt_consolidation,54000.0,12.96,12000,11624.78,60,18.45
RENT,major_purchase,78500.0,4.75,7500,6822.92,36,15.05
RENT,debt_consolidation,69000.0,6.96,14400,12553.18,36,6.08
RENT,debt_consolidation,90000.0,20.84,25000,24143.51,60,15.04
MORTGAGE,debt_consolidation,63695.0,20.5,20000,19172.64,60,19.03
RENT,credit_card,40000.0,19.44,15850,13817.19,36,6.08
MORTGAGE,debt_consolidation,250000.0,16.78,10000,9469.53,60,9.44
RENT,debt_consolidation,60000.0,27.98,20000,18952.04,60,9.93
MORTGAGE,debt_consolidation,100000.0,22.93,15000,13464.86,36,6.08
MORTGAGE,debt_consolidation,54000.0,30.71,16000,13999.08,36,7.97
OWN,house,109500.0,20.1,35000,32537.32,36,11.98
RENT,other,37260.0,24.47,3500,3197.39,36,18.06
RENT,credit_card,50000.0,38.79,5000,4668.34,36,16.02
OWN,debt_consolidation,50000.0,10.15,20000,19193.94,60,20.0
OWN,credit_card,145000.0,21.52,21000,18990.01,36,10.91
MORTGAGE,debt_consolidation,130000.0,14.34,11000,10229.29,60,7.35
MORTGAGE,other,36000.0,2.03,15000,13448.8,36,5.32
RENT,home_improvement,75000.0,30.36,16000,14525.11,36,13.58
RENT,medical,72000.0,9.83,1000,902.28,36,9.44
MORTGAGE,debt_consolidation,45000.0,1.39,2500,2325.72,36,12.62
RENT,medical,45000.0,43.6,2800,2477.74,36,14.08
MORTGAGE,other,67000.0,16.77,4500,4051.26,36,7.97
OWN,credit_card,25000.0,9.07,5000,4514.8,36,9.93
MORTGAGE,debt_consolidation,60000.0,12.24,25000,22965.16,36,13.58
OWN,home_improvement,62000.0,18.33,8000,7416.0,36,9.43
RENT,debt_consolidation,23040.0,9.9,7500,6619.35,36,12.62
OWN,debt_consolidation,60000.0,12.82,20000,18738.67,36,19.42
RENT,credit_card,58500.0,28.84,7000,6458.19,36,5.31
MORTGAGE,credit_card,60000.0,20.0,10000,8413.07,36,6.72
MORTGAGE,home_improvement,190000.0,25.95,35000,30623.09,36,7.97
RENT,credit_card,70000.0,27.6,10000,9241.27,36,6.72
OWN,debt_consolidation,72000.0,24.15,5000,4432.22,36,15.05
MORTGAGE,debt_consolidation,36000.0,21.93,15000,13319.42,36,16.02
RENT,debt_consolidation,65000.0,36.93,17000,14943.12,36,10.42
MORTGAGE,debt_consolidation,90000.0,14.07,1600,1483.18,36,9.43
MORTGAGE,credit_card,44775.0,21.68,10000,7302.76,36,12.61
RENT,credit_card,32000.0,5.96,5000,4642.64,36,10.9
OWN,other,27000.0,2.54,3600,3142.2,36,6.72
MORTGAGE,debt_consolidation,130000.0,5.08,18000,17295.39,60,9.92
MORTGAGE,credit_card,68000.0,26.12,24000,21736.1,36,13.59
RENT,debt_consolidation,65000.0,36.47,20000,19172.64,60,19.03
RENT,debt_consolidation,90000.0,19.48,26000,22693.73,36,6.72
MORTGAGE,debt_consolidation,375000.0,19.25,30000,26956.63,36,6.72
MORTGAGE,debt_consolidation,128000.0,20.53,30000,28428.1,60,9.93
MORTGAGE,car,140000.0,37.22,10000,8849.12,36,14.08
MORTGAGE,debt_consolidation,180000.0,43.62,40000,39092.13,60,15.04
RENT,other,35000.0,4.87,5000,4518.12,36,10.42
MORTGAGE,credit_card,45000.0,21.23,16000,14960.42,60,10.42
RENT,credit_card,70000.0,5.49,3800,3528.41,36,10.9
MORTGAGE,debt_consolidation,54000.0,25.0,30000,26477.48,36,12.62
MORTGAGE,credit_card,71000.0,8.38,20000,19193.94,60,20.0
MORTGAGE,home_improvement,77000.0,10.98,10000,9226.01,36,5.31
OWN,debt_consolidation,48028.0,26.79,20000,19357.88,60,17.47
OWN,debt_consolidation,50000.0,33.7,32000,28873.2,36,9.43
MORTGAGE,major_purchase,910000.0,0.4,7000,6473.55,36,7.34
MORTGAGE,debt_consolidation,258000.0,10.8,30000,28703.47,36,17.09
MORTGAGE,other,91000.0,16.3,5125,4341.42,36,11.99
OWN,home_improvement,30000.0,29.64,10000,9660.96,60,26.3
RENT,credit_card,45000.0,13.2,16000,14923.34,36,15.04
MORTGAGE,debt_consolidation,40000.0,7.2,15000,14518.41,60,17.47
MORTGAGE,debt_consolidation,60000.0,18.46,16000,14856.47,36,10.9
OWN,vacation,43000.0,15.94,5000,4497.14,36,7.35
RENT,credit_card,67500.0,4.71,14000,13390.17,60,10.41
MORTGAGE,debt_consolidation,145000.0,6.04,40000,35863.53,36,5.32
OWN,debt_consolidation,62000.0,21.93,6000,5446.9,36,13.58
OWN,other,15000.0,25.46,7200,6863.93,36,11.98
RENT,debt_consolidation,200000.0,8.41,17000,0.0,36,23.88
RENT,debt_consolidation,55000.0,20.66,10000,9280.21,36,10.41
MORTGAGE,debt_consolidation,106000.0,11.32,30000,26447.01,36,11.99
MORTGAGE,credit_card,50000.0,15.2,2200,1987.95,36,10.42
MORTGAGE,debt_consolidation,160000.0,9.42,32000,29768.89,36,12.61
RENT,credit_card,130000.0,12.04,5000,4752.33,36,7.96
MORTGAGE,debt_consolidation,150000.0,19.48,33900,32572.96,60,9.92
OWN,debt_consolidation,44000.0,3.25,10000,8717.45,36,6.08
RENT,credit_card,103000.0,11.92,18000,15793.1,36,9.44
MORTGAGE,credit_card,20000.0,45.8,35000,32824.47,36,20.39
OWN,debt_consolidation,56000.0,13.92,20000,18495.86,36,7.34
RENT,debt_consolidation,70000.0,2.59,30000,28069.29,36,18.06
OWN,debt_consolidation,120000.0,13.49,10000,9400.61,60,12.62
RENT,debt_consolidation,60000.0,11.2,5775,5091.03,36,11.99
RENT,debt_consolidation,49000.0,25.84,19200,18199.26,60,19.03
RENT,major_purchase,100000.0,6.8,7000,6325.36,36,10.42
RENT,other,42000.0,1.63,24000,21096.21,36,10.42
MORTGAGE,debt_consolidation,67500.0,28.39,22875,21411.35,36,18.45
MORTGAGE,credit_card,85000.0,36.93,35000,32871.71,36,21.85
MORTGAGE,debt_consolidation,110000.0,17.35,17000,14819.73,36,6.08
MORTGAGE,major_purchase,35000.0,58.06,18000,17108.39,36,7.96
MORTGAGE,credit_card,50000.0,26.79,12000,10843.53,36,10.42
MORTGAGE,debt_consolidation,160000.0,12.98,12000,10771.72,36,6.07
MORTGAGE,home_improvement,71400.0,2.33,12000,10486.83,36,7.35
RENT,house,75400.0,0.4,23000,21549.45,36,19.42
RENT,debt_consolidation,25000.0,21.56,12000,10637.35,36,15.05
OWN,medical,39000.0,0.77,30000,16937.76,36,7.97
MORTGAGE,debt_consolidation,100000.0,15.98,36000,32482.85,36,9.44
OWN,home_improvement,62000.0,26.52,5000,4668.31,36,16.01
MORTGAGE,debt_consolidation,83233.0,9.75,10000,9270.01,36,9.43
OWN,debt_consolidation,80000.0,20.85,18000,16634.11,36,6.71
OWN,credit_card,35000.0,23.9,12000,11155.76,36,11.99
RENT,credit_card,82000.0,17.31,8000,7403.61,36,7.96
MORTGAGE,debt_consolidation,76590.0,26.73,11000,10462.34,60,21.45
RENT,small_business,74000.0,9.76,24000,22968.77,36,17.47
MORTGAGE,debt_consolidation,12000.0,5.6,40000,34817.92,36,5.32
RENT,other,190000.0,3.33,30000,26956.63,36,6.72
MORTGAGE,debt_consolidation,40000.0,16.38,8000,7420.11,36,9.92
MORTGAGE,other,142000.0,15.48,27000,25373.48,60,13.59
RENT,home_improvement,47000.0,15.82,2000,1765.13,36,12.62
MORTGAGE,debt_consolidation,21444.0,14.38,12000,11341.91,60,17.09
MORTGAGE,other,48000.0,17.25,20000,18882.13,60,7.34
MORTGAGE,credit_card,52000.0,10.96,24000,21096.21,36,10.42
MORTGAGE,debt_consolidation,54902.0,22.47,8000,0.0,36,13.58
MORTGAGE,debt_consolidation,200000.0,8.85,35000,33635.31,60,29.69
MORTGAGE,debt_consolidation,185000.0,19.87,20000,19021.27,60,12.62
MORTGAGE,home_improvement,60000.0,8.24,40000,35128.14,36,9.93
MORTGAGE,other,59000.0,14.24,30000,27442.4,36,19.03
RENT,vacation,73000.0,18.99,5600,5182.51,36,7.96
MORTGAGE,debt_consolidation,62000.0,18.56,25000,22463.84,36,6.72
RENT,credit_card,98000.0,12.78,10000,9285.29,36,10.9
MORTGAGE,debt_consolidation,33427.94,3.48,9000,8138.56,36,10.91
OWN,credit_card,78000.0,28.45,18000,15836.57,36,10.91
OWN,home_improvement,159000.0,12.37,25000,23851.14,60,15.05
MORTGAGE,small_business,220000.0,10.92,40000,37764.89,60,7.35
RENT,debt_consolidation,45000.0,33.41,10000,9347.1,36,17.09
RENT,house,75000.0,1.95,24000,23060.51,60,9.92
MORTGAGE,credit_card,75800.0,11.86,4200,3878.38,36,6.07
RENT,other,55000.0,26.62,16000,6439.53,36,13.59
RENT,major_purchase,66800.0,14.48,40000,37018.15,36,7.96
RENT,debt_consolidation,250000.0,8.56,40000,37120.94,36,10.41
RENT,credit_card,85000.0,17.57,10000,9241.17,36,6.71
MORTGAGE,credit_card,150000.0,12.4,28000,26158.47,60,9.93
RENT,medical,130000.0,29.31,35000,33597.75,60,28.72
RENT,medical,45000.0,46.32,2000,1860.53,36,12.61
MORTGAGE,car,53000.0,26.47,7000,6463.98,36,6.07
RENT,credit_card,0.0,19.30819165998396,18000,16741.91,36,13.58
RENT,debt_consolidation,58000.0,17.06,30000,25989.13,36,7.96
MORTGAGE,credit_card,80000.0,16.16,10000,9226.13,36,5.32
RENT,credit_card,15000.0,13.92,4300,3888.41,36,10.91
RENT,debt_consolidation,64000.0,11.05,8000,7453.94,36,14.07
RENT,debt_consolidation,75000.0,9.82,32000,30323.29,60,9.93
RENT,house,138000.0,2.09,40000,34817.92,36,5.32
OWN,debt_consolidation,67500.0,9.92,10000,9603.61,60,9.43
MORTGAGE,debt_consolidation,70000.0,18.46,19500,18643.33,36,16.01
RENT,debt_consolidation,21000.0,17.09,10000,9270.01,36,9.43
MORTGAGE,debt_consolidation,37000.0,15.73,8000,7019.15,36,9.44
MORTGAGE,credit_card,137000.0,14.34,16000,15200.23,36,7.34
RENT,debt_consolidation,53000.0,8.04,12000,10499.3,36,7.97
OWN,debt_consolidation,42000.0,32.8,14400,13821.52,36,21.85
MORTGAGE,other,83000.0,12.61,10000,9488.7,60,10.9
MORTGAGE,credit_card,85000.0,17.97,40000,35520.58,36,6.71
RENT,other,130000.0,6.25,5000,4623.95,36,7.34
OWN,home_improvement,110000.0,18.87,35000,0.0,60,17.09
RENT,credit_card,65000.0,13.28,5000,4675.37,36,17.47
RENT,debt_consolidation,80000.0,4.1,12000,10901.66,36,14.08
MORTGAGE,home_improvement,96000.0,18.66,25000,23479.79,36,21.85
RENT,debt_consolidation,260000.0,8.37,40000,38013.61,60,11.99
RENT,credit_card,70000.0,22.33,4500,4051.26,36,7.97
RENT,debt_consolidation,45000.0,1.79,4200,3706.84,36,12.62
OWN,credit_card,137000.0,9.63,33000,31270.9,60,9.93
MORTGAGE,debt_consolidation,60000.0,13.06,10000,8749.43,36,7.97
RENT,debt_consolidation,48000.0,27.9,6000,5700.09,36,7.34
MORTGAGE,debt_consolidation,40000.0,14.28,9600,8871.53,36,6.71
OWN,other,36000.0,10.87,10000,8849.12,36,14.08
MORTGAGE,debt_consolidation,92000.0,11.64,10000,9022.85,36,9.43
MORTGAGE,small_business,48000.0,22.05,20400,18052.25,36,14.08
RENT,other,58000.0,15.09,12000,0.0,36,16.02
MORTGAGE,debt_consolidation,89000.0,38.98,32400,28505.88,36,10.91
RENT,debt_consolidation,35000.0,22.98,11000,10226.11,36,11.99
MORTGAGE,medical,165000.0,10.27,40000,38630.01,60,15.05
RENT,debt_consolidation,62000.0,15.33,20575,19555.85,36,7.96
MORTGAGE,debt_consolidation,65000.0,19.89,20000,19217.08,60,9.92
MORTGAGE,debt_consolidation,140000.0,16.07,25000,24087.04,60,12.61
RENT,debt_consolidation,95000.0,10.61,18000,16805.9,36,16.01
RENT,debt_consolidation,57506.0,27.27,13700,12706.94,36,9.92
RENT,debt_consolidation,31200.0,33.38,8400,7791.12,36,9.92
RENT,debt_consolidation,60000.0,29.32,5000,4316.14,36,10.91
RENT,debt_consolidation,82000.0,13.24,15000,13645.89,36,15.05
MORTGAGE,credit_card,125000.0,5.44,18000,17083.45,36,6.07
OWN,debt_consolidation,36000.0,7.4,3000,2717.18,36,11.99
OWN,debt_consolidation,72000.0,25.96,35000,30890.38,36,12.62
OWN,debt_consolidation,60000.0,27.52,11200,10616.24,60,19.03
OWN,home_improvement,75000.0,10.02,23000,21794.84,60,9.93
MORTGAGE,credit_card,225000.0,17.08,18000,17083.45,36,6.07
MORTGAGE,home_improvement,70000.0,27.4,2400,2170.25,36,10.91
RENT,car,21918.0,24.37,8000,7392.94,36,6.71
OWN,debt_consolidation,104000.0,2.43,10000,9248.02,36,7.35
RENT,debt_consolidation,126000.0,3.82,16500,14793.69,36,5.32
MORTGAGE,debt_consolidation,209000.0,19.76,24000,0.0,60,11.99
MORTGAGE,credit_card,58756.0,29.76,30000,28108.0,36,19.42
MORTGAGE,debt_consolidation,73000.0,24.38,20000,18668.58,60,9.44
RENT,debt_consolidation,42000.0,20.14,6000,5565.08,36,9.92
OWN,credit_card,33500.0,18.09,12500,0.0,36,6.07
RENT,other,61000.0,2.32,13200,12787.25,60,18.45
RENT,credit_card,156000.0,20.25,35000,31078.69,36,16.02
RENT,credit_card,77000.0,11.92,15000,13564.27,36,10.91
MORTGAGE,debt_consolidation,128000.0,24.77,40000,38010.78,60,11.99
RENT,other,50000.0,28.44,15000,13108.5,36,7.35
MORTGAGE,credit_card,30457.0,29.2,1100,482.41,36,11.99
RENT,small_business,70000.0,29.92,6500,6035.43,36,10.9
RENT,credit_card,65000.0,8.94,15000,14405.42,60,9.43
RENT,debt_consolidation,53000.0,25.38,3000,2785.57,36,10.9
MORTGAGE,medical,40000.0,22.38,10000,9032.07,36,6.07
RENT,credit_card,110000.0,23.45,40000,36229.06,36,11.99
RENT,credit_card,36000.0,52.27,20000,17966.7,36,22.91
RENT,credit_card,31000.0,17.42,10000,8968.96,36,15.04
RENT,other,64000.0,1.03,23000,0.0,36,6.72
MORTGAGE,debt_consolidation,60000.0,23.4,5000,4492.76,36,6.72
MORTGAGE,debt_consolidation,185000.0,8.09,40000,38328.8,60,7.35
RENT,credit_card,50000.0,20.93,7150,6418.14,36,6.07
RENT,credit_card,116365.0,9.42,12000,11071.21,36,5.31
MORTGAGE,credit_card,110000.0,17.5,28000,27262.98,60,9.43
RENT,medical,29000.0,30.53,6025,5625.28,36,16.01
MORTGAGE,home_improvement,85000.0,23.65,18000,17249.29,36,19.42
MORTGAGE,debt_consolidation,35000.0,40.5,7200,6383.01,36,15.05
