homeownership,annual_income,debt_to_income,loan_purpose,loan_amount,balance,term,interest_rate
RENT,65000.0,25.76,other,25000,24567.81,60,24.85
MORTGAGE,83500.0,30.06,debt_consolidation,11200,0.0,60,7.97
RENT,85000.0,14.27,debt_consolidation,12000,11081.12,36,6.07
RENT,96000.0,19.23,debt_consolidation,12000,11413.45,60,21.45
RENT,42000.0,10.74,house,28000,26259.58,36,20.39
MORTGAGE,78000.0,15.54,credit_card,18000,16634.11,36,6.71
MORTGAGE,54000.0,13.37,credit_card,10000,8841.35,36,13.59
OWN,40800.0,19.41,major_purchase,15000,14427.41,60,10.9
MORTGAGE,80000.0,30.11,credit_card,25000,24041.65,60,21.85
RENT,25000.0,28.28,debt_consolidation,4600,4332.67,36,24.84
RENT,55000.0,26.01,credit_card,8400,7349.54,36,7.97
MORTGAGE,60000.0,15.78,major_purchase,15000,13585.88,36,11.99
MORTGAGE,83207.0,12.89,debt_consolidation,20000,17564.07,36,9.93
MORTGAGE,50000.0,12.15,debt_consolidation,25000,21955.1,36,9.93
RENT,51000.0,16.35,other,25475,23760.75,36,15.04
MORTGAGE,63000.0,8.65,debt_consolidation,20000,18495.85,36,7.34
RENT,37000.0,33.77,debt_consolidation,12800,11724.0,36,20.0
MORTGAGE,90000.0,14.07,debt_consolidation,1600,1483.18,36,9.43
MORTGAGE,56000.0,36.69,debt_consolidation,15000,13944.54,36,11.98
RENT,83043.0,17.27,debt_consolidation,30000,27234.99,36,13.59
RENT,40000.0,7.17,credit_card,10000,8849.12,36,14.08
RENT,55000.0,11.87,debt_consolidation,10000,9254.54,36,7.96
MORTGAGE,78000.0,27.78,credit_card,15000,13185.1,36,10.42
RENT,45000.0,4.27,major_purchase,10000,9135.4,36,18.06
OWN,100000.0,10.42,house,6025,5639.47,36,18.45
MORTGAGE,85000.0,10.73,other,20000,18970.31,36,5.31
MORTGAGE,106000.0,28.6,debt_consolidation,30800,27961.27,36,13.59
MORTGAGE,80000.0,22.4,debt_consolidation,10000,8985.52,36,6.72
RENT,95000.0,20.45,debt_consolidation,35000,33329.08,60,13.58
MORTGAGE,38000.0,19.71,major_purchase,5000,4542.33,36,14.08
MORTGAGE,75000.0,11.6,debt_consolidation,20000,19045.42,60,13.59
RENT,96000.0,24.24,credit_card,32000,30460.02,36,9.92
OWN,96000.0,10.09,debt_consolidation,35000,32559.72,36,12.61
MORTGAGE,88000.0,30.1,debt_consolidation,30000,29255.54,60,26.77
MORTGAGE,96000.0,25.74,debt_consolidation,7500,6611.71,36,11.99
MORTGAGE,70900.0,42.5,debt_consolidation,35000,33500.36,60,26.3
RENT,450000.0,15.92,debt_consolidation,20175,0.0,36,15.04
OWN,60000.0,1.2,credit_card,10000,10000.0,60,11.99
MORTGAGE,109000.0,27.22,other,23000,21585.68,60,12.62
MORTGAGE,100000.0,8.12,debt_consolidation,25000,21761.22,36,5.32
RENT,37000.0,34.11,debt_consolidation,5000,4488.22,36,6.07
MORTGAGE,69351.0,25.37,debt_consolidation,15000,13721.2,36,19.03
RENT,75000.0,15.07,credit_card,6000,5565.08,36,9.92
RENT,50000.0,23.97,debt_consolidation,25000,24253.68,60,30.79
MORTGAGE,240000.0,17.48,major_purchase,30000,27196.8,36,12.62
RENT,28000.0,16.89,debt_consolidation,2400,2256.35,36,22.9
RENT,32000.0,37.06,debt_consolidation,7000,6552.11,36,18.45
RENT,47757.0,25.11,debt_consolidation,23000,22181.11,60,13.58
MORTGAGE,123000.0,27.76,other,28000,26550.87,60,10.42
RENT,170000.0,9.01,credit_card,9000,8303.4,36,5.31
OWN,34771.0,30.24,debt_consolidation,7000,6708.04,36,19.42
RENT,32000.0,5.85,other,8000,7485.12,36,18.06
MORTGAGE,70000.0,22.92,home_improvement,20000,19535.53,60,14.07
RENT,46500.0,17.68,other,10800,10151.99,60,13.59
MORTGAGE,2300000.0,3.08,major_purchase,40000,0.0,36,9.44
RENT,96000.0,4.43,debt_consolidation,11000,9573.71,36,6.08
RENT,98281.0,13.1,debt_consolidation,6000,5565.08,36,9.92
RENT,21049.0,25.31,debt_consolidation,16000,15303.07,60,17.09
RENT,31000.0,16.26,other,15000,13238.74,36,12.62
RENT,65000.0,16.3,debt_consolidation,15675,14174.66,36,10.91
MORTGAGE,100000.0,21.98,debt_consolidation,13000,11703.72,36,7.97
OWN,109500.0,20.1,house,35000,32537.32,36,11.98
RENT,74000.0,22.25,debt_consolidation,16000,13999.08,36,7.97
RENT,24000.0,21.15,other,19000,18642.39,60,21.85
MORTGAGE,82000.0,15.59,debt_consolidation,7625,7272.43,36,12.61
RENT,68000.0,18.99,small_business,7200,6722.35,36,16.01
OWN,150000.0,11.62,debt_consolidation,35000,34386.09,36,29.69
OWN,37840.0,26.86,credit_card,10000,0.0,60,23.88
OWN,48028.0,26.79,debt_consolidation,20000,19357.88,60,17.47
MORTGAGE,114000.0,20.22,credit_card,18000,16713.54,36,10.9
RENT,24000.0,13.75,credit_card,3000,2698.26,36,7.35
RENT,27976.0,18.19,debt_consolidation,10000,9327.09,36,15.04
MORTGAGE,175000.0,6.32,debt_consolidation,35000,33647.66,60,10.41
MORTGAGE,106883.0,16.44,home_improvement,40000,38575.85,60,13.58
RENT,72000.0,9.83,medical,1000,902.28,36,9.44
OWN,78000.0,33.14,house,25000,23776.62,60,12.62
OWN,38000.0,0.79,other,27000,0.0,60,14.08
RENT,70000.0,4.75,credit_card,16000,15051.88,60,14.08
MORTGAGE,50000.0,18.3,credit_card,9000,8303.4,36,5.31
MORTGAGE,38000.0,23.47,credit_card,10000,8815.65,36,11.99
RENT,72000.0,26.42,home_improvement,10000,9703.41,60,20.39
RENT,35000.0,13.07,debt_consolidation,15000,14538.71,60,19.03
MORTGAGE,92000.0,26.73,debt_consolidation,15000,14363.17,60,6.71
RENT,180000.0,4.63,debt_consolidation,35000,33629.93,60,9.92
MORTGAGE,200000.0,9.99,credit_card,30000,28130.12,60,11.99
RENT,54000.0,33.0,credit_card,7300,6767.1,36,9.43
OWN,107000.0,26.18,debt_consolidation,16000,14376.87,36,6.72
RENT,63000.0,19.71,credit_card,9600,8495.88,36,14.08
RENT,78000.0,9.61,credit_card,7000,6478.16,36,7.96
OWN,45000.0,24.99,other,10000,9525.68,36,10.9
RENT,62000.0,19.38,debt_consolidation,9600,8634.53,36,7.35
MORTGAGE,265000.0,5.7,home_improvement,35000,33044.26,60,7.35
OWN,66000.0,13.27,debt_consolidation,11200,10188.92,36,15.05
MORTGAGE,125000.0,18.76,credit_card,35000,33831.46,60,16.01
MORTGAGE,95000.0,16.84,other,7200,6284.4,36,6.72
RENT,57000.0,27.47,credit_card,15000,13564.27,36,10.91
MORTGAGE,32000.0,27.74,debt_consolidation,8475,8073.03,36,10.9
RENT,76000.0,10.72,debt_consolidation,7000,6359.29,36,14.08
OWN,75000.0,30.46,home_improvement,35000,32016.12,36,19.03
RENT,54000.0,8.4,debt_consolidation,10000,9036.27,36,10.42
MORTGAGE,135000.0,7.42,debt_consolidation,28000,25970.42,36,9.92
OWN,50000.0,32.69,credit_card,3500,3162.68,36,10.42
OWN,25000.0,9.07,debt_consolidation,10000,9057.25,36,11.99
MORTGAGE,100000.0,29.76,credit_card,20000,17923.89,36,21.45
RENT,51000.0,17.25,credit_card,12000,0.0,36,15.05
MORTGAGE,63700.0,35.44,home_improvement,20000,18495.86,36,7.34
MORTGAGE,12000.0,52.7,major_purchase,30000,28886.33,60,11.98
RENT,90000.0,3.1,moving,2000,0.0,36,6.08
MORTGAGE,60000.0,25.26,debt_consolidation,15000,13491.43,36,7.35
RENT,37000.0,22.61,other,4000,0.0,36,18.06
MORTGAGE,130000.0,16.05,debt_consolidation,28000,26847.96,60,7.96
MORTGAGE,40000.0,73.75,debt_consolidation,20000,18046.03,36,9.44
RENT,30163.0,27.7,debt_consolidation,26000,25574.64,60,26.77
MORTGAGE,82000.0,25.76,debt_consolidation,7500,6768.73,36,25.82
RENT,62400.0,39.27,debt_consolidation,20000,18783.84,36,21.85
RENT,265000.0,5.3,credit_card,40000,39055.92,60,13.58
OWN,35000.0,20.82,debt_consolidation,16000,14938.56,36,16.01
RENT,35500.0,16.93,debt_consolidation,3300,2909.13,36,11.99
MORTGAGE,92000.0,26.14,credit_card,35000,34256.29,60,17.47
RENT,40000.0,20.21,debt_consolidation,8400,7433.28,36,14.08
MORTGAGE,180000.0,0.17,major_purchase,40000,0.0,36,7.35
RENT,38427.0,23.88,debt_consolidation,1800,1668.58,36,9.43
RENT,48000.0,23.75,debt_consolidation,18000,17661.22,60,21.85
RENT,66000.0,2.44,major_purchase,21000,18351.93,36,7.35
MORTGAGE,147000.0,18.34,credit_card,14000,12650.57,36,10.41
MORTGAGE,55000.0,22.13,debt_consolidation,6500,6032.13,36,10.41
RENT,45000.0,13.33,credit_card,12000,11130.17,36,9.92
MORTGAGE,52000.0,20.97,debt_consolidation,12675,11762.68,36,10.41
MORTGAGE,138000.0,11.66,debt_consolidation,34425,31106.92,36,10.41
RENT,50000.0,18.8,credit_card,5000,4374.69,36,7.97
OWN,70000.0,16.48,debt_consolidation,32000,29713.3,36,10.91
RENT,64000.0,11.05,debt_consolidation,8000,7453.94,36,14.07
MORTGAGE,120000.0,7.81,debt_consolidation,25000,21847.54,36,7.35
OWN,300000.0,27.82,major_purchase,36000,33603.49,60,9.44
MORTGAGE,122000.0,6.38,other,16000,14874.19,36,11.98
MORTGAGE,92000.0,7.5,major_purchase,10000,9254.54,36,7.96
RENT,30000.0,28.81,debt_consolidation,6000,5601.95,36,16.01
RENT,30000.0,30.8,credit_card,7000,6147.38,36,9.93
OWN,48000.0,20.6,debt_consolidation,10000,9350.75,36,17.47
RENT,60000.0,22.5,debt_consolidation,20000,16895.97,36,10.91
MORTGAGE,70000.0,16.68,home_improvement,30000,26777.45,36,19.03
RENT,200000.0,7.37,debt_consolidation,30000,28222.27,60,14.08
OWN,26000.0,27.05,home_improvement,5000,4777.09,36,15.04
MORTGAGE,90000.0,27.96,debt_consolidation,4000,3601.11,36,7.97
RENT,205000.0,14.04,debt_consolidation,26000,22854.22,36,10.42
MORTGAGE,200000.0,6.07,small_business,10000,9135.4,36,18.06
RENT,22800.0,20.59,debt_consolidation,21000,19606.87,36,16.01
RENT,60000.0,28.02,debt_consolidation,11200,10393.84,36,10.41
MORTGAGE,37440.0,23.46,debt_consolidation,20000,18353.96,36,21.45
MORTGAGE,120000.0,32.98,major_purchase,30000,26688.61,36,17.09
MORTGAGE,115000.0,30.31,debt_consolidation,32000,31397.74,60,21.85
RENT,48000.0,26.11,car,4800,4454.54,36,10.42
MORTGAGE,90000.0,13.13,debt_consolidation,39200,37181.8,36,5.31
MORTGAGE,40000.0,0.75,debt_consolidation,15000,14223.67,60,10.42
MORTGAGE,90000.0,32.37,debt_consolidation,8500,7547.69,36,16.02
MORTGAGE,180000.0,9.62,debt_consolidation,32000,30731.57,60,9.43
RENT,43000.0,4.02,credit_card,4000,3626.17,36,12.61
RENT,124500.0,20.95,moving,16000,14884.43,36,12.61
MORTGAGE,68000.0,21.43,credit_card,16000,15606.01,60,11.98
MORTGAGE,70000.0,14.49,debt_consolidation,15000,14204.31,60,9.44
MORTGAGE,25000.0,19.78,house,27600,25769.04,36,16.01
RENT,50000.0,41.54,debt_consolidation,35000,32226.21,60,9.93
OWN,46000.0,28.23,credit_card,6000,5264.37,36,9.44
MORTGAGE,85500.0,20.28,debt_consolidation,13000,12013.51,36,6.71
MORTGAGE,96000.0,23.48,debt_consolidation,40000,0.0,60,10.42
RENT,94000.0,11.13,small_business,20000,19057.44,60,14.08
RENT,42000.0,23.34,debt_consolidation,9000,8366.72,36,11.98
MORTGAGE,94000.0,1.81,home_improvement,25200,22171.22,36,10.91
MORTGAGE,50000.0,30.91,debt_consolidation,14400,13645.46,60,9.93
RENT,55000.0,10.74,credit_card,6000,5465.77,36,16.02
RENT,63000.0,13.47,credit_card,5000,4620.57,36,6.71
MORTGAGE,80000.0,9.21,home_improvement,25000,23911.06,60,17.09
MORTGAGE,110000.0,6.71,debt_consolidation,12000,11071.21,36,5.31
MORTGAGE,63000.0,6.04,debt_consolidation,12000,11089.41,36,6.71
MORTGAGE,120000.0,25.23,debt_consolidation,20000,17631.3,36,11.99
OWN,50000.0,22.49,debt_consolidation,12000,11250.27,60,11.99
MORTGAGE,87000.0,19.32,medical,4500,4161.56,36,7.34
RENT,15000.0,7.2,debt_consolidation,16000,14961.22,36,17.47
MORTGAGE,90000.0,32.16,debt_consolidation,21000,19606.87,36,16.01
MORTGAGE,62000.0,27.7,credit_card,12000,10843.53,36,10.42
MORTGAGE,60000.0,10.68,debt_consolidation,7500,6940.89,36,7.96
OWN,63000.0,29.37,debt_consolidation,26000,23783.39,36,19.03
MORTGAGE,60000.0,16.5,major_purchase,25000,24121.29,60,14.07
RENT,36000.0,7.27,other,5000,4455.51,36,18.06
MORTGAGE,77000.0,16.04,credit_card,7200,6527.2,36,12.62
MORTGAGE,110000.0,23.65,debt_consolidation,10000,9084.7,36,14.08
RENT,126000.0,10.52,debt_consolidation,18000,16157.86,36,6.08
OWN,20000.0,15.97,credit_card,10000,9057.25,36,11.99
MORTGAGE,100000.0,31.48,debt_consolidation,35000,0.0,36,24.85
OWN,83200.0,22.8,other,13975,13456.22,60,11.98
MORTGAGE,65000.0,40.15,debt_consolidation,14500,12671.55,36,7.35
RENT,100000.0,27.72,debt_consolidation,28000,27101.03,60,17.47
OWN,90000.0,25.23,car,10000,8749.43,36,7.97
RENT,90000.0,17.17,debt_consolidation,7800,7263.79,36,13.58
MORTGAGE,85600.0,37.87,home_improvement,14800,13188.36,36,18.06
RENT,65488.0,18.46,debt_consolidation,15000,13990.61,36,15.04
RENT,38000.0,14.53,debt_consolidation,8300,7897.65,36,9.43
MORTGAGE,33975.0,83.4,debt_consolidation,40000,37080.14,36,9.43
MORTGAGE,30000.0,32.4,debt_consolidation,10500,9949.81,60,9.93
OWN,65000.0,15.99,debt_consolidation,10000,8782.0,36,9.93
RENT,12000.0,14.5,debt_consolidation,6000,5601.95,36,16.01
MORTGAGE,130000.0,23.48,debt_consolidation,28000,27585.12,60,30.17
RENT,70000.0,5.81,debt_consolidation,11000,10172.7,36,7.34
MORTGAGE,25000.0,81.61,debt_consolidation,16000,15338.12,60,19.03
OWN,41000.0,10.1,home_improvement,10000,8016.18,36,10.42
MORTGAGE,90000.0,19.35,debt_consolidation,24000,22560.0,60,13.59
MORTGAGE,98000.0,23.6,debt_consolidation,20000,19475.99,60,24.85
MORTGAGE,85000.0,36.93,credit_card,35000,32871.71,36,21.85
MORTGAGE,25000.0,3.53,debt_consolidation,15000,14499.17,60,16.01
RENT,48000.0,22.08,vacation,10000,8976.56,36,6.08
RENT,58000.0,56.16,debt_consolidation,32000,30435.92,60,21.45
RENT,55000.0,89.07,other,23000,21356.18,36,10.9
MORTGAGE,55000.0,50.91,credit_card,10400,9234.8,36,16.02
MORTGAGE,72000.0,26.38,debt_consolidation,25000,24087.05,60,12.61
MORTGAGE,69000.0,18.49,credit_card,7500,6972.27,36,11.98
MORTGAGE,45000.0,64.51,other,12050,0.0,36,13.59
MORTGAGE,60000.0,20.42,debt_consolidation,30000,28222.27,60,14.08
MORTGAGE,300000.0,3.33,debt_consolidation,8000,7365.87,36,9.43
RENT,55000.0,37.03,debt_consolidation,16700,15005.84,36,6.72
RENT,43000.0,15.92,credit_card,5000,4511.49,36,9.44
RENT,26000.0,22.19,credit_card,8000,7488.12,36,18.45
OWN,74000.0,12.84,debt_consolidation,20000,0.0,60,26.77
MORTGAGE,72000.0,11.82,home_improvement,7200,6371.38,36,14.08
MORTGAGE,132000.0,19.1,debt_consolidation,26000,24654.39,60,10.42
RENT,46000.0,36.45,debt_consolidation,12000,10486.83,36,7.35
MORTGAGE,63000.0,18.1,debt_consolidation,6025,5739.22,36,10.9
RENT,30000.0,5.68,debt_consolidation,15000,14299.86,36,11.98
RENT,83740.0,23.88,car,10000,9080.66,36,16.01
MORTGAGE,125000.0,25.07,credit_card,20000,18085.7,36,10.91
RENT,28000.0,21.86,other,2000,1860.53,36,12.61
MORTGAGE,60000.0,5.92,credit_card,15000,13905.04,36,9.43
RENT,61584.0,14.07,debt_consolidation,1000,914.71,36,19.03
MORTGAGE,139500.0,21.22,debt_consolidation,24000,21654.89,36,9.43
MORTGAGE,142000.0,14.98,credit_card,15000,13478.32,36,6.72
MORTGAGE,70000.0,8.3,home_improvement,3000,2634.57,36,9.93
RENT,40000.0,18.27,debt_consolidation,10000,9312.56,36,13.58
OWN,32000.0,13.77,home_improvement,5000,4651.37,36,12.61
MORTGAGE,52000.0,8.35,debt_consolidation,10000,8965.88,36,5.32
RENT,32500.0,19.79,debt_consolidation,6500,6006.74,36,6.71
RENT,95000.0,1.07,major_purchase,36000,31497.99,36,7.97
MORTGAGE,109000.0,21.78,debt_consolidation,9000,8120.69,36,9.44
MORTGAGE,40000.0,20.85,medical,5000,4364.17,36,6.72
RENT,90000.0,14.59,moving,15000,14405.42,60,9.43
RENT,61000.0,2.32,other,13200,12787.25,60,18.45
RENT,42000.0,18.57,debt_consolidation,16000,13982.44,36,7.35
RENT,40000.0,25.83,debt_consolidation,16000,15430.34,60,13.58
RENT,35000.0,26.75,vacation,2800,2458.95,36,9.93
RENT,25000.0,15.51,debt_consolidation,2000,1795.3,36,6.08
MORTGAGE,60000.0,27.17,debt_consolidation,5000,0.0,36,6.07
MORTGAGE,40000.0,94.29,other,16000,14662.62,36,20.39
MORTGAGE,107000.0,20.45,debt_consolidation,8500,7743.23,36,16.02
RENT,115000.0,22.37,debt_consolidation,11000,4031.94,36,11.99
RENT,50000.0,13.32,debt_consolidation,12000,11625.23,60,18.45
RENT,40000.0,21.57,credit_card,10000,8841.35,36,13.59
OWN,18624.0,20.49,credit_card,10000,9628.77,60,11.98
RENT,80000.0,11.3,debt_consolidation,8400,7579.3,36,9.44
MORTGAGE,132000.0,10.6,debt_consolidation,16000,14934.86,60,9.44
MORTGAGE,36000.0,10.67,car,1000,900.26,36,7.97
RENT,143000.0,4.04,credit_card,14000,12632.22,36,9.44
RENT,107000.0,4.23,home_improvement,36000,32506.78,36,9.93
RENT,120000.0,14.78,debt_consolidation,38000,35116.49,36,6.71
MORTGAGE,50000.0,28.33,major_purchase,12000,11089.41,36,6.71
MORTGAGE,200000.0,22.96,credit_card,19000,17874.1,60,14.08
RENT,80000.0,7.02,major_purchase,25000,22414.72,36,5.32
RENT,16752.0,25.93,debt_consolidation,10000,9582.93,36,19.42
RENT,100000.0,6.8,major_purchase,7000,6325.36,36,10.42
OWN,100000.0,7.7,home_improvement,40000,38061.06,36,9.43
RENT,100000.0,27.71,debt_consolidation,35000,29736.97,36,10.42
MORTGAGE,47960.0,26.64,debt_consolidation,24000,22531.79,36,21.45
RENT,54000.0,29.28,other,25000,23317.7,36,15.04
MORTGAGE,112700.0,9.1,debt_consolidation,20000,17631.3,36,11.99
RENT,41600.0,27.03,debt_consolidation,28275,27268.32,60,13.58
MORTGAGE,72000.0,27.85,debt_consolidation,32000,28781.78,36,7.35
MORTGAGE,65500.0,18.71,credit_card,16000,14121.33,36,12.62
RENT,31000.0,25.18,debt_consolidation,8000,6999.51,36,7.97
MORTGAGE,155000.0,24.25,home_improvement,25000,23603.05,60,7.35
MORTGAGE,80000.0,7.32,debt_consolidation,12000,11124.02,36,9.43
OWN,50000.0,13.58,credit_card,24000,21157.61,36,11.99
MORTGAGE,85000.0,19.95,debt_consolidation,15000,14132.9,60,15.05
RENT,103000.0,12.87,other,10000,8985.52,36,6.72
RENT,225000.0,17.77,debt_consolidation,30000,27369.75,36,17.09
OWN,20376.0,22.08,other,2500,2260.68,36,10.91
RENT,160000.0,9.26,debt_consolidation,12000,0.0,60,25.82
RENT,78000.0,15.45,debt_consolidation,10400,9640.82,36,9.43
MORTGAGE,90000.0,24.43,debt_consolidation,5600,5101.41,36,16.02
OWN,106000.0,16.88,debt_consolidation,40000,38515.13,60,11.98
MORTGAGE,95000.0,6.27,home_improvement,20000,18873.31,60,16.02
MORTGAGE,57000.0,5.39,debt_consolidation,9000,8120.69,36,9.44
RENT,27000.0,20.68,debt_consolidation,10000,9570.3,36,17.47
MORTGAGE,70000.0,19.44,debt_consolidation,24000,23288.2,60,20.39
MORTGAGE,30000.0,24.2,debt_consolidation,16000,15305.33,60,25.82
MORTGAGE,60200.0,20.16,debt_consolidation,19000,18092.23,36,10.41
MORTGAGE,26000.0,18.19,credit_card,5600,5064.0,36,10.91
OWN,72000.0,21.28,credit_card,25000,23778.06,60,21.45
MORTGAGE,45000.0,16.19,debt_consolidation,19200,17921.85,60,9.44
RENT,34000.0,13.2,credit_card,1200,1114.24,36,10.9
MORTGAGE,44000.0,34.0,other,6000,5274.05,36,10.42
MORTGAGE,48000.0,15.62,debt_consolidation,10000,9582.06,60,7.34
MORTGAGE,84000.0,13.84,major_purchase,15000,14236.2,36,6.07
RENT,38000.0,25.27,credit_card,7200,6115.5,36,5.32
MORTGAGE,0.0,,debt_consolidation,27800,25764.48,36,9.43
RENT,24000.0,5.5,debt_consolidation,3600,3149.76,36,7.97
RENT,182200.0,15.97,debt_consolidation,35000,0.0,60,18.06
OWN,140000.0,23.01,debt_consolidation,28675,27314.92,36,10.9
RENT,51000.0,15.95,debt_consolidation,17000,14986.61,36,11.99
RENT,60000.0,16.46,debt_consolidation,37000,24608.6,60,16.02
MORTGAGE,127000.0,21.33,debt_consolidation,36000,32530.58,36,10.42
RENT,55000.0,16.17,debt_consolidation,10000,9285.29,36,10.9
RENT,10000.0,0.0,other,1800,1626.52,36,10.42
MORTGAGE,59054.0,24.2,debt_consolidation,15000,13464.86,36,6.08
MORTGAGE,45000.0,4.27,debt_consolidation,12000,11427.24,60,13.59
RENT,41000.0,20.4,credit_card,16000,13999.08,36,7.97
MORTGAGE,65000.0,9.55,other,2500,2310.27,36,6.71
MORTGAGE,212500.0,8.88,credit_card,20000,17971.08,36,6.72
OWN,62000.0,26.81,debt_consolidation,6000,5295.49,36,12.62
MORTGAGE,54600.0,32.7,debt_consolidation,5600,4955.49,36,14.08
MORTGAGE,130000.0,19.44,debt_consolidation,40000,37080.14,36,9.43
MORTGAGE,59000.0,38.69,debt_consolidation,20000,18550.28,36,9.92
RENT,60000.0,22.44,debt_consolidation,4200,3820.84,36,15.05
MORTGAGE,136000.0,11.33,credit_card,10000,9312.56,36,13.58
RENT,125000.0,2.47,credit_card,25000,24087.05,60,12.61
RENT,47000.0,31.92,debt_consolidation,20000,19374.64,60,18.45
MORTGAGE,120000.0,33.22,debt_consolidation,20000,18169.44,36,14.08
OWN,70000.0,0.0,small_business,29600,26648.53,36,7.97
MORTGAGE,194000.0,15.07,home_improvement,24000,21157.61,36,11.99
RENT,39000.0,0.0,other,5000,4898.14,36,20.39
RENT,60000.0,16.34,debt_consolidation,13500,0.0,60,14.08
RENT,36000.0,21.33,other,10000,8749.43,36,7.97
OWN,75000.0,8.9,house,25000,21761.23,36,5.32
MORTGAGE,180000.0,27.33,credit_card,36000,33243.38,36,6.07
RENT,65926.0,11.76,debt_consolidation,28000,25507.11,36,16.02
MORTGAGE,62000.0,21.82,debt_consolidation,22000,19850.62,36,9.44
MORTGAGE,70000.0,33.55,debt_consolidation,36000,34319.69,36,11.98
RENT,45000.0,22.19,debt_consolidation,10000,8790.09,36,10.42
RENT,90000.0,16.01,debt_consolidation,16000,15303.07,60,17.09
MORTGAGE,74000.0,19.82,major_purchase,21600,20454.21,60,9.44
MORTGAGE,63000.0,11.12,home_improvement,20000,18952.04,60,9.93
RENT,67760.0,30.69,debt_consolidation,5300,0.0,36,9.43
OWN,28100.0,23.15,debt_consolidation,12600,0.0,36,13.59
OWN,59019.0,16.27,other,5000,4750.06,36,7.34
RENT,40000.0,19.02,credit_card,6300,5866.97,36,13.59
OWN,130000.0,4.94,debt_consolidation,40000,38539.28,60,12.61
MORTGAGE,134666.2,18.21,debt_consolidation,35000,33175.76,60,19.03
MORTGAGE,90000.0,26.31,debt_consolidation,40000,38434.59,60,9.93
MORTGAGE,65000.0,20.33,credit_card,12000,11536.1,60,10.41
MORTGAGE,123000.0,15.86,home_improvement,20000,18570.6,36,10.9
MORTGAGE,108000.0,33.31,credit_card,10000,9407.42,60,14.08
MORTGAGE,60000.0,23.56,credit_card,2500,2184.72,36,7.35
RENT,40000.0,47.95,other,25000,23293.62,36,14.07
MORTGAGE,96000.0,33.16,credit_card,40000,38000.6,36,7.34
MORTGAGE,125000.0,21.34,debt_consolidation,20000,17880.79,36,20.0
MORTGAGE,65000.0,20.13,debt_consolidation,12000,11624.78,60,18.45
RENT,75000.0,16.06,moving,3200,2974.83,36,11.98
OWN,17000.0,27.68,other,2250,1927.12,36,15.05
MORTGAGE,120000.0,28.11,debt_consolidation,30000,27678.08,36,5.31
RENT,50000.0,11.33,other,28000,26382.13,60,15.05
MORTGAGE,90000.0,15.6,home_improvement,6000,5562.0,36,9.43
MORTGAGE,117000.0,9.97,debt_consolidation,35000,32900.0,60,13.59
MORTGAGE,50731.0,33.27,debt_consolidation,14900,14269.26,36,18.45
RENT,38000.0,21.73,debt_consolidation,9800,8952.7,36,18.06
MORTGAGE,190000.0,5.29,credit_card,6000,5548.75,36,7.34
MORTGAGE,170000.0,10.4,major_purchase,30000,26929.76,36,6.08
MORTGAGE,80000.0,5.3,home_improvement,36000,34216.81,36,7.96
RENT,35000.0,5.59,other,3000,2719.66,36,12.62
MORTGAGE,300000.0,13.03,credit_card,19000,18058.85,36,7.96
RENT,48000.0,24.6,debt_consolidation,13000,11747.13,36,10.42
RENT,138000.0,2.09,house,40000,34817.92,36,5.32
OWN,25000.0,8.31,debt_consolidation,10000,9109.69,36,16.02
OWN,33500.0,18.09,credit_card,12500,0.0,36,6.07
MORTGAGE,38500.0,35.6,debt_consolidation,18000,16771.43,36,14.07
MORTGAGE,190000.0,15.84,debt_consolidation,12000,10771.9,36,6.08
OWN,78000.0,28.45,credit_card,18000,15836.57,36,10.91
MORTGAGE,113000.0,15.28,home_improvement,10800,10081.03,60,9.44
